weekly,segment,name,exchange,expiry,instrument_type,asset_symbol,underlying_symbol,instrument_key,lot_size,freeze_quantity,exchange_token,minimum_lot,tick_size,asset_type,underlying_type,trading_symbol,strike_price,qty_multiplier,asset_key,underlying_key
True,BSE_FO,SENSEX,BSE,1781202599000.0,CE,SENSEX,SENSEX,BSE_FO|1174648,20.0,1000.0,1174648.0,20.0,5.0,INDEX,INDEX,SENSEX 68300 CE 11 JUN 26,68300.0,,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX
False,BSE_FO,SENSEX50,BSE,1785436199000.0,PE,SENSEX50,SENSEX50,BSE_FO|1149697,75.0,1800.0,1149697.0,75.0,5.0,INDEX,INDEX,SENSEX50 25400 PE 30 JUL 26,25400.0,,BSE_INDEX|SENSEX50,BSE_INDEX|SENSEX50
True,BSE_FO,SENSEX,BSE,1781202599000.0,PE,SENSEX,SENSEX,BSE_FO|1174628,20.0,1000.0,1174628.0,20.0,5.0,INDEX,INDEX,SENSEX 68400 PE 11 JUN 26,68400.0,,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX
False,BSE_FO,SENSEX,BSE,1785436199000.0,PE,SENSEX,SENSEX,BSE_FO|1174620,20.0,1000.0,1174620.0,20.0,5.0,INDEX,INDEX,SENSEX 68600 PE 30 JUL 26,68600.0,,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX
False,BSE_FO,BANKEX,BSE,1785436199000.0,CE,BANKEX,BANKEX,BSE_FO|1174613,30.0,900.0,1174613.0,30.0,5.0,INDEX,INDEX,BANKEX 53900 CE 30 JUL 26,53900.0,,BSE_INDEX|BANKEX,BSE_INDEX|BANKEX
False,BSE_FO,BANKEX,BSE,1785436199000.0,CE,BANKEX,BANKEX,BSE_FO|1149670,30.0,900.0,1149670.0,30.0,5.0,INDEX,INDEX,BANKEX 58100 CE 30 JUL 26,58100.0,,BSE_INDEX|BANKEX,BSE_INDEX|BANKEX
False,NSE_FO,COLGATE PALMOLIVE LTD.,NSE,1785263399000.0,CE,COLPAL,COLPAL,NSE_FO|84351,275.0,11000.0,84351.0,275.0,5.0,EQUITY,EQUITY,COLPAL 1720 CE 28 JUL 26,1720.0,1.0,NSE_EQ|INE259A01022,NSE_EQ|INE259A01022
False,NSE_FO,SHREE CEMENT LIMITED,NSE,1785263399000.0,CE,SHREECEM,SHREECEM,NSE_FO|139486,25.0,1000.0,139486.0,25.0,5.0,EQUITY,EQUITY,SHREECEM 29000 CE 28 JUL 26,29000.0,1.0,NSE_EQ|INE070A01015,NSE_EQ|INE070A01015
False,NSE_FO,SHREE CEMENT LIMITED,NSE,1785263399000.0,PE,SHREECEM,SHREECEM,NSE_FO|139487,25.0,1000.0,139487.0,25.0,5.0,EQUITY,EQUITY,SHREECEM 29000 PE 28 JUL 26,29000.0,1.0,NSE_EQ|INE070A01015,NSE_EQ|INE070A01015
False,NSE_FO,COLGATE PALMOLIVE LTD.,NSE,1785263399000.0,CE,COLPAL,COLPAL,NSE_FO|84360,275.0,11000.0,84360.0,275.0,5.0,EQUITY,EQUITY,COLPAL 2140 CE 28 JUL 26,2140.0,1.0,NSE_EQ|INE259A01022,NSE_EQ|INE259A01022
False,NSE_FO,COLGATE PALMOLIVE LTD.,NSE,1785263399000.0,PE,COLPAL,COLPAL,NSE_FO|84361,275.0,11000.0,84361.0,275.0,5.0,EQUITY,EQUITY,COLPAL 2140 PE 28 JUL 26,2140.0,1.0,NSE_EQ|INE259A01022,NSE_EQ|INE259A01022
False,NSE_FO,COLGATE PALMOLIVE LTD.,NSE,1785263399000.0,CE,COLPAL,COLPAL,NSE_FO|84362,275.0,11000.0,84362.0,275.0,5.0,EQUITY,EQUITY,COLPAL 2180 CE 28 JUL 26,2180.0,1.0,NSE_EQ|INE259A01022,NSE_EQ|INE259A01022
False,BSE_FO,BANKEX,BSE,1785436199000.0,PE,BANKEX,BANKEX,BSE_FO|1174671,30.0,900.0,1174671.0,30.0,5.0,INDEX,INDEX,BANKEX 53500 PE 30 JUL 26,53500.0,,BSE_INDEX|BANKEX,BSE_INDEX|BANKEX
False,NSE_FO,COLGATE PALMOLIVE LTD.,NSE,1785263399000.0,CE,COLPAL,COLPAL,NSE_FO|84356,275.0,11000.0,84356.0,275.0,5.0,EQUITY,EQUITY,COLPAL 2060 CE 28 JUL 26,2060.0,1.0,NSE_EQ|INE259A01022,NSE_EQ|INE259A01022
False,NSE_FO,COLGATE PALMOLIVE LTD.,NSE,1785263399000.0,PE,COLPAL,COLPAL,NSE_FO|84357,275.0,11000.0,84357.0,275.0,5.0,EQUITY,EQUITY,COLPAL 2060 PE 28 JUL 26,2060.0,1.0,NSE_EQ|INE259A01022,NSE_EQ|INE259A01022
False,NSE_FO,COLGATE PALMOLIVE LTD.,NSE,1785263399000.0,CE,COLPAL,COLPAL,NSE_FO|84358,275.0,11000.0,84358.0,275.0,5.0,EQUITY,EQUITY,COLPAL 2100 CE 28 JUL 26,2100.0,1.0,NSE_EQ|INE259A01022,NSE_EQ|INE259A01022
False,NSE_FO,COLGATE PALMOLIVE LTD.,NSE,1785263399000.0,PE,COLPAL,COLPAL,NSE_FO|84359,275.0,11000.0,84359.0,275.0,5.0,EQUITY,EQUITY,COLPAL 2100 PE 28 JUL 26,2100.0,1.0,NSE_EQ|INE259A01022,NSE_EQ|INE259A01022
False,NSE_FO,COLGATE PALMOLIVE LTD.,NSE,1785263399000.0,PE,COLPAL,COLPAL,NSE_FO|84352,275.0,11000.0,84352.0,275.0,5.0,EQUITY,EQUITY,COLPAL 1720 PE 28 JUL 26,1720.0,1.0,NSE_EQ|INE259A01022,NSE_EQ|INE259A01022
False,NSE_FO,COLGATE PALMOLIVE LTD.,NSE,1785263399000.0,CE,COLPAL,COLPAL,NSE_FO|84353,275.0,11000.0,84353.0,275.0,5.0,EQUITY,EQUITY,COLPAL 1760 CE 28 JUL 26,1760.0,1.0,NSE_EQ|INE259A01022,NSE_EQ|INE259A01022
False,NSE_FO,COLGATE PALMOLIVE LTD.,NSE,1785263399000.0,PE,COLPAL,COLPAL,NSE_FO|84354,275.0,11000.0,84354.0,275.0,5.0,EQUITY,EQUITY,COLPAL 1760 PE 28 JUL 26,1760.0,1.0,NSE_EQ|INE259A01022,NSE_EQ|INE259A01022
False,NSE_FO,COLGATE PALMOLIVE LTD.,NSE,1785263399000.0,CE,COLPAL,COLPAL,NSE_FO|84355,275.0,11000.0,84355.0,275.0,5.0,EQUITY,EQUITY,COLPAL 1800 CE 28 JUL 26,1800.0,1.0,NSE_EQ|INE259A01022,NSE_EQ|INE259A01022
True,BSE_FO,SENSEX,BSE,1781202599000.0,PE,SENSEX,SENSEX,BSE_FO|1174666,20.0,1000.0,1174666.0,20.0,5.0,INDEX,INDEX,SENSEX 68600 PE 11 JUN 26,68600.0,,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX
False,BSE_FO,SENSEX,BSE,1785436199000.0,PE,SENSEX,SENSEX,BSE_FO|1174659,20.0,1000.0,1174659.0,20.0,5.0,INDEX,INDEX,SENSEX 68800 PE 30 JUL 26,68800.0,,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX
False,NSE_FO,PREMIER ENERGIES LIMITED,NSE,1785263399000.0,PE,PREMIERENE,PREMIERENE,NSE_FO|139440,650.0,26000.0,139440.0,650.0,5.0,EQUITY,EQUITY,PREMIERENE 1050 PE 28 JUL 26,1050.0,1.0,NSE_EQ|INE0BS701011,NSE_EQ|INE0BS701011
False,NSE_FO,SHREE CEMENT LIMITED,NSE,1785263399000.0,CE,SHREECEM,SHREECEM,NSE_FO|139441,25.0,1000.0,139441.0,25.0,5.0,EQUITY,EQUITY,SHREECEM 27000 CE 28 JUL 26,27000.0,1.0,NSE_EQ|INE070A01015,NSE_EQ|INE070A01015
False,NSE_FO,SHREE CEMENT LIMITED,NSE,1785263399000.0,PE,SHREECEM,SHREECEM,NSE_FO|139442,25.0,1000.0,139442.0,25.0,5.0,EQUITY,EQUITY,SHREECEM 27000 PE 28 JUL 26,27000.0,1.0,NSE_EQ|INE070A01015,NSE_EQ|INE070A01015
False,NSE_FO,COLGATE PALMOLIVE LTD.,NSE,1782844199000.0,CE,COLPAL,COLPAL,NSE_FO|84309,225.0,10800.0,84309.0,225.0,5.0,EQUITY,EQUITY,COLPAL 2340 CE 30 JUN 26,2340.0,1.0,NSE_EQ|INE259A01022,NSE_EQ|INE259A01022
False,NSE_FO,COLGATE PALMOLIVE LTD.,NSE,1785263399000.0,PE,COLPAL,COLPAL,NSE_FO|84305,275.0,11000.0,84305.0,275.0,5.0,EQUITY,EQUITY,COLPAL 2020 PE 28 JUL 26,2020.0,1.0,NSE_EQ|INE259A01022,NSE_EQ|INE259A01022
False,NSE_FO,COLGATE PALMOLIVE LTD.,NSE,1782844199000.0,PE,COLPAL,COLPAL,NSE_FO|84306,225.0,10800.0,84306.0,225.0,5.0,EQUITY,EQUITY,COLPAL 2260 PE 30 JUN 26,2260.0,1.0,NSE_EQ|INE259A01022,NSE_EQ|INE259A01022
False,NSE_FO,COLGATE PALMOLIVE LTD.,NSE,1782844199000.0,CE,COLPAL,COLPAL,NSE_FO|84307,225.0,10800.0,84307.0,225.0,5.0,EQUITY,EQUITY,COLPAL 2300 CE 30 JUN 26,2300.0,1.0,NSE_EQ|INE259A01022,NSE_EQ|INE259A01022
False,NSE_FO,COLGATE PALMOLIVE LTD.,NSE,1782844199000.0,PE,COLPAL,COLPAL,NSE_FO|84308,225.0,10800.0,84308.0,225.0,5.0,EQUITY,EQUITY,COLPAL 2300 PE 30 JUN 26,2300.0,1.0,NSE_EQ|INE259A01022,NSE_EQ|INE259A01022
False,NSE_FO,SHREE CEMENT LIMITED,NSE,1785263399000.0,CE,SHREECEM,SHREECEM,NSE_FO|139443,25.0,1000.0,139443.0,25.0,5.0,EQUITY,EQUITY,SHREECEM 27500 CE 28 JUL 26,27500.0,1.0,NSE_EQ|INE070A01015,NSE_EQ|INE070A01015
False,NSE_FO,COLGATE PALMOLIVE LTD.,NSE,1782844199000.0,CE,COLPAL,COLPAL,NSE_FO|84301,225.0,10800.0,84301.0,225.0,5.0,EQUITY,EQUITY,COLPAL 2220 CE 30 JUN 26,2220.0,1.0,NSE_EQ|INE259A01022,NSE_EQ|INE259A01022
False,NSE_FO,COLGATE PALMOLIVE LTD.,NSE,1785263399000.0,CE,COLPAL,COLPAL,NSE_FO|84302,275.0,11000.0,84302.0,275.0,5.0,EQUITY,EQUITY,COLPAL 2020 CE 28 JUL 26,2020.0,1.0,NSE_EQ|INE259A01022,NSE_EQ|INE259A01022
False,NSE_FO,SHREE CEMENT LIMITED,NSE,1785263399000.0,PE,SHREECEM,SHREECEM,NSE_FO|139444,25.0,1000.0,139444.0,25.0,5.0,EQUITY,EQUITY,SHREECEM 27500 PE 28 JUL 26,27500.0,1.0,NSE_EQ|INE070A01015,NSE_EQ|INE070A01015
False,NSE_FO,SHREE CEMENT LIMITED,NSE,1785263399000.0,CE,SHREECEM,SHREECEM,NSE_FO|139445,25.0,1000.0,139445.0,25.0,5.0,EQUITY,EQUITY,SHREECEM 28000 CE 28 JUL 26,28000.0,1.0,NSE_EQ|INE070A01015,NSE_EQ|INE070A01015
False,NSE_FO,COLGATE PALMOLIVE LTD.,NSE,1782844199000.0,PE,COLPAL,COLPAL,NSE_FO|84303,225.0,10800.0,84303.0,225.0,5.0,EQUITY,EQUITY,COLPAL 2220 PE 30 JUN 26,2220.0,1.0,NSE_EQ|INE259A01022,NSE_EQ|INE259A01022
False,NSE_FO,SHREE CEMENT LIMITED,NSE,1785263399000.0,PE,SHREECEM,SHREECEM,NSE_FO|139446,25.0,1000.0,139446.0,25.0,5.0,EQUITY,EQUITY,SHREECEM 28000 PE 28 JUL 26,28000.0,1.0,NSE_EQ|INE070A01015,NSE_EQ|INE070A01015
False,NSE_FO,COLGATE PALMOLIVE LTD.,NSE,1782844199000.0,CE,COLPAL,COLPAL,NSE_FO|84304,225.0,10800.0,84304.0,225.0,5.0,EQUITY,EQUITY,COLPAL 2260 CE 30 JUN 26,2260.0,1.0,NSE_EQ|INE259A01022,NSE_EQ|INE259A01022
False,NSE_FO,PREMIER ENERGIES LIMITED,NSE,1785263399000.0,CE,PREMIERENE,PREMIERENE,NSE_FO|139447,650.0,26000.0,139447.0,650.0,5.0,EQUITY,EQUITY,PREMIERENE 1070 CE 28 JUL 26,1070.0,1.0,NSE_EQ|INE0BS701011,NSE_EQ|INE0BS701011
False,NSE_FO,PREMIER ENERGIES LIMITED,NSE,1785263399000.0,PE,PREMIERENE,PREMIERENE,NSE_FO|139448,650.0,26000.0,139448.0,650.0,5.0,EQUITY,EQUITY,PREMIERENE 1070 PE 28 JUL 26,1070.0,1.0,NSE_EQ|INE0BS701011,NSE_EQ|INE0BS701011
False,NSE_FO,PREMIER ENERGIES LIMITED,NSE,1785263399000.0,CE,PREMIERENE,PREMIERENE,NSE_FO|139449,650.0,26000.0,139449.0,650.0,5.0,EQUITY,EQUITY,PREMIERENE 1090 CE 28 JUL 26,1090.0,1.0,NSE_EQ|INE0BS701011,NSE_EQ|INE0BS701011
False,NSE_FO,COLGATE PALMOLIVE LTD.,NSE,1782844199000.0,PE,COLPAL,COLPAL,NSE_FO|84300,225.0,10800.0,84300.0,225.0,5.0,EQUITY,EQUITY,COLPAL 2180 PE 30 JUN 26,2180.0,1.0,NSE_EQ|INE259A01022,NSE_EQ|INE259A01022
False,NSE_FO,PREMIER ENERGIES LIMITED,NSE,1785263399000.0,CE,PREMIERENE,PREMIERENE,NSE_FO|139430,650.0,26000.0,139430.0,650.0,5.0,EQUITY,EQUITY,PREMIERENE 970 CE 28 JUL 26,970.0,1.0,NSE_EQ|INE0BS701011,NSE_EQ|INE0BS701011
False,NSE_FO,PREMIER ENERGIES LIMITED,NSE,1785263399000.0,PE,PREMIERENE,PREMIERENE,NSE_FO|139431,650.0,26000.0,139431.0,650.0,5.0,EQUITY,EQUITY,PREMIERENE 970 PE 28 JUL 26,970.0,1.0,NSE_EQ|INE0BS701011,NSE_EQ|INE0BS701011
False,NSE_FO,PREMIER ENERGIES LIMITED,NSE,1785263399000.0,CE,PREMIERENE,PREMIERENE,NSE_FO|139432,650.0,26000.0,139432.0,650.0,5.0,EQUITY,EQUITY,PREMIERENE 990 CE 28 JUL 26,990.0,1.0,NSE_EQ|INE0BS701011,NSE_EQ|INE0BS701011
False,NSE_FO,PREMIER ENERGIES LIMITED,NSE,1785263399000.0,PE,PREMIERENE,PREMIERENE,NSE_FO|139433,650.0,26000.0,139433.0,650.0,5.0,EQUITY,EQUITY,PREMIERENE 990 PE 28 JUL 26,990.0,1.0,NSE_EQ|INE0BS701011,NSE_EQ|INE0BS701011
False,NSE_FO,PREMIER ENERGIES LIMITED,NSE,1785263399000.0,CE,PREMIERENE,PREMIERENE,NSE_FO|139434,650.0,26000.0,139434.0,650.0,5.0,EQUITY,EQUITY,PREMIERENE 1010 CE 28 JUL 26,1010.0,1.0,NSE_EQ|INE0BS701011,NSE_EQ|INE0BS701011
False,NSE_FO,PREMIER ENERGIES LIMITED,NSE,1785263399000.0,PE,PREMIERENE,PREMIERENE,NSE_FO|139435,650.0,26000.0,139435.0,650.0,5.0,EQUITY,EQUITY,PREMIERENE 1010 PE 28 JUL 26,1010.0,1.0,NSE_EQ|INE0BS701011,NSE_EQ|INE0BS701011
False,NSE_FO,SHREE CEMENT LIMITED,NSE,1785263399000.0,PE,SHREECEM,SHREECEM,NSE_FO|139436,25.0,1000.0,139436.0,25.0,5.0,EQUITY,EQUITY,SHREECEM 26500 PE 28 JUL 26,26500.0,1.0,NSE_EQ|INE070A01015,NSE_EQ|INE070A01015
False,NSE_FO,PREMIER ENERGIES LIMITED,NSE,1785263399000.0,CE,PREMIERENE,PREMIERENE,NSE_FO|139437,650.0,26000.0,139437.0,650.0,5.0,EQUITY,EQUITY,PREMIERENE 1030 CE 28 JUL 26,1030.0,1.0,NSE_EQ|INE0BS701011,NSE_EQ|INE0BS701011
False,NSE_FO,COLGATE PALMOLIVE LTD.,NSE,1782844199000.0,PE,COLPAL,COLPAL,NSE_FO|84310,225.0,10800.0,84310.0,225.0,5.0,EQUITY,EQUITY,COLPAL 2340 PE 30 JUN 26,2340.0,1.0,NSE_EQ|INE259A01022,NSE_EQ|INE259A01022
False,NSE_FO,PREMIER ENERGIES LIMITED,NSE,1785263399000.0,PE,PREMIERENE,PREMIERENE,NSE_FO|139438,650.0,26000.0,139438.0,650.0,5.0,EQUITY,EQUITY,PREMIERENE 1030 PE 28 JUL 26,1030.0,1.0,NSE_EQ|INE0BS701011,NSE_EQ|INE0BS701011
False,NSE_FO,PREMIER ENERGIES LIMITED,NSE,1785263399000.0,CE,PREMIERENE,PREMIERENE,NSE_FO|139439,650.0,26000.0,139439.0,650.0,5.0,EQUITY,EQUITY,PREMIERENE 1050 CE 28 JUL 26,1050.0,1.0,NSE_EQ|INE0BS701011,NSE_EQ|INE0BS701011
False,NSE_FO,PREMIER ENERGIES LIMITED,NSE,1785263399000.0,PE,PREMIERENE,PREMIERENE,NSE_FO|139450,650.0,26000.0,139450.0,650.0,5.0,EQUITY,EQUITY,PREMIERENE 1090 PE 28 JUL 26,1090.0,1.0,NSE_EQ|INE0BS701011,NSE_EQ|INE0BS701011
False,NSE_FO,SHREE CEMENT LIMITED,NSE,1785263399000.0,CE,SHREECEM,SHREECEM,NSE_FO|139451,25.0,1000.0,139451.0,25.0,5.0,EQUITY,EQUITY,SHREECEM 28500 CE 28 JUL 26,28500.0,1.0,NSE_EQ|INE070A01015,NSE_EQ|INE070A01015
False,NSE_FO,SHREE CEMENT LIMITED,NSE,1785263399000.0,PE,SHREECEM,SHREECEM,NSE_FO|139452,25.0,1000.0,139452.0,25.0,5.0,EQUITY,EQUITY,SHREECEM 28500 PE 28 JUL 26,28500.0,1.0,NSE_EQ|INE070A01015,NSE_EQ|INE070A01015
False,NSE_FO,PREMIER ENERGIES LIMITED,NSE,1785263399000.0,CE,PREMIERENE,PREMIERENE,NSE_FO|139453,650.0,26000.0,139453.0,650.0,5.0,EQUITY,EQUITY,PREMIERENE 1110 CE 28 JUL 26,1110.0,1.0,NSE_EQ|INE0BS701011,NSE_EQ|INE0BS701011
